creat_at,valTem,valCO2,valSon,valHum,ambiente
2025-10-05 22:37:00,27,1638,79,66,crítico
2025-10-05 22:38:00,41,876,69,51,aceptable
2025-10-05 22:39:00,25,1138,99,66,crítico
2025-10-05 22:40:00,24,1125,90,44,aceptable
2025-10-05 22:41:00,17,1554,116,70,crítico
2025-10-05 22:42:00,23,1528,73,57,aceptable
2025-10-05 22:43:00,31,1292,106,58,crítico
2025-10-05 22:44:00,20,739,49,44,óptimo
2025-10-05 22:45:00,10,932,90,52,crítico
2025-10-05 22:46:00,22,1496,64,62,aceptable
2025-10-05 22:47:00,16,1394,72,59,crítico
2025-10-05 22:48:00,25,1606,73,63,crítico
2025-10-05 22:49:00,40,1260,94,63,crítico
2025-10-05 22:50:00,35,1079,79,62,crítico
2025-10-05 22:59:00,6,986,80,48,aceptable
2025-10-05 23:00:00,22,916,86,60,aceptable
2025-10-05 23:01:00,33,1301,105,47,crítico
2025-10-05 23:02:00,28,810,85,58,aceptable
2025-10-05 23:03:00,15,1282,67,46,aceptable
2025-10-05 23:04:00,30,1202,114,50,crítico
2025-10-05 23:05:00,32,1367,95,69,crítico
2025-10-05 23:06:00,32,1178,69,65,aceptable
2025-10-05 23:07:00,24,788,104,70,aceptable
2025-10-05 23:08:00,16,1447,67,60,aceptable
2025-10-05 23:09:00,16,1139,86,76,crítico
2025-10-05 23:10:00,25,1258,71,73,crítico
2025-10-05 23:11:00,20,1016,84,59,óptimo
2025-10-05 23:12:00,29,1474,89,63,crítico
2025-10-05 23:13:00,26,729,91,67,aceptable
2025-10-05 23:14:00,15,1672,77,58,crítico
2025-10-05 23:24:00,24,1707,74,64,crítico
2025-10-05 23:25:00,31,1330,69,60,aceptable
2025-10-05 23:26:00,34,1115,82,62,crítico
2025-10-05 23:27:00,26,1051,60,58,óptimo
2025-10-05 23:28:00,37,1009,96,48,crítico
2025-10-05 23:29:00,17,1198,93,56,crítico
2025-10-05 23:30:00,26,1435,88,59,crítico
2025-10-05 23:31:00,40,1326,106,62,crítico
2025-10-05 23:32:00,10,1300,61,66,crítico
2025-10-05 23:33:00,19,966,52,61,óptimo
2025-10-05 23:34:00,12,1082,101,65,crítico
2025-10-05 23:35:00,23,899,85,58,aceptable
2025-10-05 23:36:00,21,917,89,68,aceptable
2025-10-05 23:37:00,24,1341,91,75,crítico
2025-10-05 23:38:00,17,1083,84,65,crítico
2025-10-05 23:48:00,24,1078,95,61,crítico
2025-10-05 23:49:00,18,1287,65,48,óptimo
2025-10-05 23:50:00,25,1084,77,73,aceptable
2025-10-05 23:51:00,22,1725,103,43,aceptable
2025-10-05 23:52:00,14,1520,84,55,crítico
2025-10-05 23:53:00,26,1161,85,51,aceptable
2025-10-05 23:54:00,16,1460,97,56,crítico
2025-10-05 23:55:00,22,1484,77,72,aceptable
2025-10-05 23:56:00,20,1152,78,56,óptimo
2025-10-05 23:57:00,26,1539,93,55,crítico
2025-10-05 23:58:00,28,1283,72,63,crítico
2025-10-05 23:59:00,7,1574,94,55,crítico
2025-10-06 00:00:00,26,1608,83,56,aceptable
2025-10-06 00:01:00,20,1129,86,40,aceptable
2025-10-06 00:02:00,30,1204,104,66,crítico
2025-10-06 00:03:00,23,956,82,45,aceptable
2025-10-06 00:12:00,36,1335,86,60,crítico
2025-10-06 00:13:00,24,1209,108,50,crítico
2025-10-06 00:14:00,25,1347,86,64,crítico
2025-10-06 00:15:00,34,1325,86,58,crítico
2025-10-06 00:16:00,19,1376,85,79,aceptable
2025-10-06 00:17:00,21,1188,69,71,óptimo
2025-10-06 00:18:00,26,1360,72,66,crítico
2025-10-06 00:19:00,21,1167,79,62,aceptable
2025-10-06 00:20:00,29,1392,93,60,crítico
2025-10-06 00:21:00,19,1198,107,60,aceptable
2025-10-06 00:22:00,30,1050,69,62,aceptable
2025-10-06 00:23:00,22,1403,96,62,crítico
2025-10-06 00:24:00,15,1098,82,58,aceptable
2025-10-06 00:25:00,37,852,80,49,aceptable
2025-10-06 00:26:00,26,1036,81,58,aceptable
2025-10-06 00:27:00,19,1204,81,60,aceptable
2025-10-06 00:37:00,20,1093,91,70,aceptable
2025-10-06 00:38:00,35,983,102,55,crítico
2025-10-06 00:39:00,30,1120,91,58,crítico
2025-10-06 00:40:00,28,1461,88,74,crítico
2025-10-06 00:41:00,30,1131,74,65,crítico
2025-10-06 00:42:00,27,854,96,57,crítico
2025-10-06 00:43:00,9,1317,96,70,crítico
2025-10-06 00:44:00,19,778,75,58,óptimo
2025-10-06 00:45:00,33,1060,85,68,crítico
2025-10-06 00:46:00,24,1341,64,71,aceptable
2025-10-06 00:47:00,28,898,86,56,crítico
2025-10-06 00:48:00,21,776,80,77,óptimo
2025-10-06 00:49:00,35,1379,76,62,crítico
2025-10-06 00:50:00,36,908,70,69,aceptable
2025-10-06 00:59:00,17,877,94,51,crítico
2025-10-06 01:00:00,22,1344,98,63,crítico
2025-10-06 01:01:00,19,1357,86,54,aceptable
2025-10-06 01:02:00,26,1200,96,54,aceptable
2025-10-06 01:03:00,10,930,61,66,aceptable
2025-10-06 01:04:00,28,1489,84,55,crítico
2025-10-06 01:05:00,20,1422,114,51,aceptable
2025-10-06 01:06:00,20,1097,84,59,óptimo
2025-10-06 01:07:00,11,1389,91,60,crítico
2025-10-06 01:08:00,10,1008,72,44,aceptable
2025-10-06 01:09:00,25,1082,76,60,aceptable
2025-10-06 01:10:00,21,1215,103,58,aceptable
2025-10-06 01:11:00,17,1454,114,48,crítico
2025-10-06 01:12:00,34,1036,76,73,crítico
2025-10-06 01:20:00,41,870,89,57,crítico
2025-10-06 01:21:00,30,1326,68,74,crítico
2025-10-06 01:22:00,19,1538,96,56,aceptable
2025-10-06 01:23:00,22,1156,88,58,aceptable
2025-10-06 01:24:00,14,1315,101,52,crítico
2025-10-06 01:25:00,22,1174,73,63,aceptable
2025-10-06 01:26:00,9,1618,77,56,crítico
2025-10-06 01:27:00,26,1000,79,69,aceptable
2025-10-06 01:28:00,13,1184,96,62,crítico
2025-10-06 01:29:00,24,731,90,64,aceptable
2025-10-06 01:30:00,24,1054,87,36,crítico
2025-10-06 01:31:00,13,1256,113,51,crítico
2025-10-06 01:32:00,14,1114,69,61,aceptable
2025-10-06 01:41:00,1,602,85,80,aceptable
2025-10-06 01:42:00,15,1241,87,52,crítico
2025-10-06 01:43:00,11,1378,90,65,crítico
2025-10-06 01:44:00,26,1620,68,66,aceptable
2025-10-06 01:45:00,28,1032,67,75,aceptable
2025-10-06 01:46:00,26,1298,69,51,aceptable
2025-10-06 01:47:00,19,1370,100,76,crítico
2025-10-06 01:48:00,16,1256,90,63,crítico
2025-10-06 01:49:00,24,1263,110,56,crítico
2025-10-06 01:50:00,17,836,78,62,crítico
2025-10-06 01:51:00,21,1480,85,66,aceptable
2025-10-06 01:52:00,26,1300,88,66,crítico
2025-10-06 01:53:00,41,1234,93,60,crítico
2025-10-06 01:54:00,17,1192,84,80,crítico
2025-10-06 01:55:00,16,1183,74,52,aceptable
2025-10-06 02:03:00,7,1087,86,67,crítico
2025-10-06 02:04:00,26,1184,72,54,aceptable
2025-10-06 02:05:00,14,1324,56,52,aceptable
2025-10-06 02:06:00,33,1155,99,68,crítico
2025-10-06 02:07:00,23,1533,84,51,aceptable
2025-10-06 02:08:00,36,1104,87,52,crítico
2025-10-06 02:09:00,23,1012,87,73,crítico
2025-10-06 02:10:00,33,1104,96,78,crítico
2025-10-06 02:11:00,18,1078,88,50,aceptable
2025-10-06 02:12:00,15,1408,70,62,crítico
2025-10-06 02:13:00,16,1551,82,56,crítico
2025-10-06 02:14:00,24,1168,116,50,aceptable
2025-10-06 02:15:00,17,1172,84,60,aceptable
2025-10-06 02:16:00,17,1515,73,68,crítico
2025-10-06 02:17:00,26,924,85,52,aceptable
2025-10-06 02:25:00,27,1508,78,64,crítico
2025-10-06 02:26:00,19,1020,87,46,aceptable
2025-10-06 02:27:00,9,1121,84,58,aceptable
2025-10-06 02:28:00,25,1104,108,51,aceptable
2025-10-06 02:29:00,30,906,82,56,aceptable
2025-10-06 02:30:00,24,999,93,54,aceptable
2025-10-06 02:31:00,22,1198,72,70,aceptable
2025-10-06 02:32:00,24,1237,75,52,aceptable
2025-10-06 02:33:00,16,934,106,71,crítico
2025-10-06 02:34:00,16,1521,92,56,crítico
2025-10-06 02:35:00,25,1403,76,63,crítico
2025-10-06 02:36:00,32,1047,97,46,crítico
2025-10-06 02:37:00,26,1453,92,69,crítico
2025-10-06 02:38:00,30,1224,63,52,aceptable
2025-10-06 02:40:00,12,1010,83,52,aceptable
2025-10-06 02:48:00,22,1206,76,60,aceptable
2025-10-06 02:49:00,21,1488,95,48,aceptable
2025-10-06 02:50:00,26,1386,102,58,crítico
2025-10-06 02:51:00,26,1332,96,63,crítico
2025-10-06 02:52:00,27,1149,87,76,crítico
2025-10-06 02:53:00,14,1372,84,55,crítico
2025-10-06 02:54:00,30,1164,80,48,aceptable
2025-10-06 02:55:00,33,1616,103,66,crítico
2025-10-06 02:56:00,18,1297,106,44,aceptable
2025-10-06 02:57:00,45,771,73,66,aceptable
2025-10-06 02:58:00,24,1595,84,62,crítico
2025-10-06 02:59:00,24,1134,91,50,aceptable
2025-10-06 03:00:00,29,1109,94,62,crítico
2025-10-06 03:01:00,35,1232,82,70,crítico
2025-10-06 03:02:00,16,1030,88,55,crítico
2025-10-06 03:11:00,34,1302,79,51,crítico
2025-10-06 03:12:00,24,1392,102,44,crítico
2025-10-06 03:13:00,18,1355,86,48,aceptable
2025-10-06 03:14:00,30,1454,86,65,crítico
2025-10-06 03:15:00,15,1256,114,72,crítico
2025-10-06 03:16:00,21,1172,94,68,aceptable
2025-10-06 03:17:00,29,1186,80,56,aceptable
2025-10-06 03:18:00,32,901,102,62,crítico
2025-10-06 03:19:00,34,1360,106,76,crítico
2025-10-06 03:20:00,22,1122,88,69,aceptable
2025-10-06 03:21:00,23,1281,60,45,aceptable
2025-10-06 03:22:00,28,1236,83,62,crítico
2025-10-06 03:23:00,20,1006,67,49,óptimo
2025-10-06 03:24:00,28,1248,99,52,crítico
2025-10-06 03:25:00,44,898,104,51,crítico
2025-10-06 03:26:00,16,1045,87,75,crítico
2025-10-06 03:35:00,30,1474,105,53,crítico
2025-10-06 03:36:00,36,1112,92,70,crítico
2025-10-06 03:37:00,30,1400,83,59,crítico
2025-10-06 03:38:00,16,1111,94,68,crítico
2025-10-06 03:39:00,28,1089,81,68,crítico
2025-10-06 03:40:00,28,1513,81,66,crítico
2025-10-06 03:41:00,22,1304,78,61,aceptable
2025-10-06 03:42:00,21,639,99,56,óptimo
2025-10-06 03:43:00,24,1216,91,60,crítico
2025-10-06 03:44:00,19,1134,97,60,aceptable
2025-10-06 03:45:00,29,1318,87,52,crítico
2025-10-06 03:46:00,28,1419,71,70,crítico
2025-10-06 03:47:00,38,1424,74,60,crítico
2025-10-06 03:48:00,24,1517,84,63,crítico
2025-10-06 03:49:00,27,1202,70,42,aceptable
2025-10-06 03:50:00,6,1080,114,66,crítico
2025-10-06 03:59:00,8,670,86,54,aceptable
2025-10-06 04:00:00,24,1246,80,55,aceptable
2025-10-06 04:01:00,27,686,80,60,aceptable
2025-10-06 04:02:00,28,1419,75,72,crítico
2025-10-06 04:03:00,28,1345,81,74,crítico
2025-10-06 04:04:00,30,893,102,68,crítico
2025-10-06 04:05:00,28,1101,97,62,crítico
2025-10-06 04:06:00,20,1043,92,70,aceptable
2025-10-06 04:07:00,36,820,91,63,crítico
2025-10-06 04:08:00,18,1121,74,48,óptimo
2025-10-06 04:09:00,27,1214,77,60,crítico
2025-10-06 04:10:00,17,794,99,62,crítico
2025-10-06 04:11:00,14,1536,78,77,crítico
2025-10-06 04:12:00,34,976,84,57,aceptable
2025-10-06 04:13:00,30,951,76,61,crítico
2025-10-06 04:23:00,13,1322,84,78,crítico
2025-10-06 04:24:00,25,1400,88,83,crítico
2025-10-06 04:25:00,16,1402,74,61,crítico
2025-10-06 04:26:00,24,1218,103,62,crítico
2025-10-06 04:27:00,28,1101,72,56,aceptable
2025-10-06 04:28:00,29,1410,69,63,crítico
2025-10-06 04:29:00,14,761,86,58,aceptable
2025-10-06 04:30:00,36,1022,93,69,crítico
2025-10-06 04:31:00,22,1091,74,65,aceptable
2025-10-06 04:32:00,11,1308,86,72,crítico
2025-10-06 04:33:00,25,1322,58,61,aceptable
2025-10-06 04:34:00,12,1294,66,56,aceptable
2025-10-06 04:35:00,23,1293,88,74,crítico
2025-10-06 04:36:00,22,1571,110,61,crítico
2025-10-06 04:37:00,29,1156,80,49,aceptable
2025-10-06 04:46:00,41,1221,88,58,crítico
2025-10-06 04:47:00,27,1071,109,54,crítico
2025-10-06 04:48:00,26,841,66,63,aceptable
2025-10-06 04:49:00,18,1290,77,82,aceptable
2025-10-06 04:50:00,19,1273,100,50,aceptable
2025-10-06 04:51:00,20,1679,89,64,crítico
2025-10-06 04:52:00,26,747,74,64,aceptable
2025-10-06 04:53:00,24,848,78,76,aceptable
2025-10-06 04:54:00,25,990,110,58,aceptable
2025-10-06 04:55:00,25,1548,80,70,crítico
2025-10-06 04:56:00,36,1306,76,53,crítico
2025-10-06 04:57:00,14,944,82,48,aceptable
2025-10-06 04:58:00,26,1649,70,58,aceptable
2025-10-06 04:59:00,14,1538,85,60,crítico
2025-10-06 05:00:00,5,1327,71,57,crítico
2025-10-06 05:01:00,20,1092,64,47,óptimo
2025-10-06 05:10:00,12,1072,83,53,aceptable
2025-10-06 05:11:00,29,804,98,78,crítico
2025-10-06 05:12:00,20,1224,84,52,aceptable
2025-10-06 05:13:00,16,1274,72,54,crítico
2025-10-06 05:14:00,17,1093,72,58,aceptable
2025-10-06 05:15:00,24,1514,93,46,crítico
2025-10-06 05:16:00,8,1018,108,68,crítico
2025-10-06 05:17:00,35,1088,97,70,crítico
2025-10-06 05:18:00,28,1674,89,50,crítico
2025-10-06 05:19:00,6,1087,90,66,crítico
2025-10-06 05:20:00,31,1049,78,60,aceptable
2025-10-06 05:21:00,24,1174,78,62,aceptable
2025-10-06 05:22:00,20,849,87,70,aceptable
2025-10-06 05:23:00,31,1413,73,52,crítico
2025-10-06 05:24:00,16,1353,100,55,crítico
2025-10-06 05:34:00,24,1284,76,57,aceptable
2025-10-06 05:35:00,22,1272,68,62,aceptable
2025-10-06 05:36:00,41,1155,87,85,crítico
2025-10-06 05:37:00,20,894,85,50,óptimo
2025-10-06 05:38:00,22,1588,68,44,óptimo
2025-10-06 05:39:00,24,781,57,69,óptimo
2025-10-06 05:40:00,20,1264,79,41,aceptable
2025-10-06 05:41:00,28,1051,70,52,aceptable
2025-10-06 05:42:00,21,1206,87,67,crítico
2025-10-06 05:43:00,27,1241,68,62,crítico
2025-10-06 05:44:00,10,1364,80,52,crítico
2025-10-06 05:45:00,24,1519,69,68,aceptable
2025-10-06 05:46:00,10,1029,68,71,aceptable
2025-10-06 05:47:00,31,888,88,68,crítico
2025-10-06 05:48:00,25,1243,63,78,aceptable
2025-10-06 05:49:00,22,1068,84,53,óptimo
2025-10-06 05:58:00,28,1332,103,79,crítico
2025-10-06 05:59:00,21,1540,90,60,aceptable
2025-10-06 06:00:00,22,1010,88,78,aceptable
2025-10-06 06:01:00,34,1332,95,69,crítico
2025-10-06 06:02:00,30,1283,68,58,aceptable
2025-10-06 06:03:00,18,1044,107,59,aceptable
2025-10-06 06:04:00,36,829,102,54,crítico
2025-10-06 06:05:00,25,1151,85,64,aceptable
2025-10-06 06:06:00,18,807,72,58,óptimo
2025-10-06 06:07:00,30,837,74,46,aceptable
2025-10-06 06:08:00,36,1082,63,67,aceptable
2025-10-06 06:09:00,22,1039,88,48,aceptable
2025-10-06 06:10:00,17,1526,73,66,crítico
2025-10-06 06:11:00,26,907,62,57,óptimo
2025-10-06 06:12:00,18,1338,85,70,aceptable
2025-10-06 06:13:00,29,1147,90,66,crítico
2025-10-06 06:23:00,36,1028,83,70,crítico
2025-10-06 06:24:00,21,1406,73,66,aceptable
2025-10-06 06:25:00,19,900,90,60,aceptable
2025-10-06 06:26:00,22,1184,77,42,óptimo
2025-10-06 06:27:00,27,1140,102,60,crítico
2025-10-06 06:28:00,20,1553,88,56,aceptable
2025-10-06 06:29:00,24,1118,92,68,crítico
2025-10-06 06:30:00,18,1449,81,60,aceptable
2025-10-06 06:31:00,30,1144,58,71,aceptable
2025-10-06 06:32:00,19,1326,55,56,óptimo
2025-10-06 06:33:00,26,888,68,63,aceptable
2025-10-06 06:34:00,13,1018,62,66,aceptable
2025-10-06 06:35:00,24,1138,85,68,aceptable
2025-10-06 06:36:00,31,1032,91,62,crítico
2025-10-06 06:37:00,24,1283,71,64,crítico
2025-10-06 06:47:00,26,1497,62,48,aceptable
2025-10-06 06:48:00,25,1005,111,65,crítico
2025-10-06 06:49:00,27,1111,73,45,aceptable
2025-10-06 06:50:00,37,1320,100,68,crítico
2025-10-06 06:51:00,24,1432,95,74,crítico
2025-10-06 06:52:00,29,1014,65,73,aceptable
2025-10-06 06:53:00,28,869,92,54,crítico
2025-10-06 06:54:00,24,1024,70,63,aceptable
2025-10-06 06:55:00,22,1164,81,54,óptimo
2025-10-06 06:56:00,21,1459,93,74,crítico
2025-10-06 06:57:00,6,986,98,64,crítico
2025-10-06 06:58:00,11,1401,102,67,crítico
2025-10-06 06:59:00,16,1449,70,68,crítico
2025-10-06 07:00:00,30,1150,100,67,crítico
2025-10-06 07:01:00,18,1162,57,44,óptimo
2025-10-06 07:02:00,26,1274,74,60,aceptable
2025-10-06 07:11:00,28,1657,73,59,crítico
2025-10-06 07:12:00,32,1297,90,53,crítico
2025-10-06 07:13:00,24,1097,102,79,crítico
2025-10-06 07:14:00,37,862,87,40,crítico
2025-10-06 07:15:00,20,1188,89,70,aceptable
2025-10-06 07:16:00,21,1556,83,47,aceptable
2025-10-06 07:17:00,27,1117,88,68,crítico
2025-10-06 07:18:00,18,1392,82,76,aceptable
2025-10-06 07:19:00,19,1348,60,56,óptimo
2025-10-06 07:20:00,25,1377,86,60,crítico
2025-10-06 07:21:00,24,1232,95,60,crítico
2025-10-06 07:22:00,11,1286,97,62,crítico
2025-10-06 07:23:00,30,1083,105,52,crítico
2025-10-06 07:24:00,32,1246,91,58,crítico
2025-10-06 07:25:00,19,1256,69,58,óptimo
2025-10-06 07:26:00,32,1396,87,63,crítico
2025-10-06 07:35:00,2,1276,68,61,crítico
2025-10-06 07:36:00,20,768,92,65,aceptable
2025-10-06 07:37:00,32,768,81,66,aceptable
2025-10-06 07:38:00,26,921,87,66,crítico
2025-10-06 07:39:00,35,1137,86,61,crítico
2025-10-06 07:40:00,28,1020,91,69,crítico
2025-10-06 07:41:00,27,991,82,75,crítico
2025-10-06 07:42:00,10,955,101,66,crítico
2025-10-06 07:43:00,22,1264,75,48,aceptable
2025-10-06 07:44:00,20,1105,97,42,aceptable
2025-10-06 07:45:00,21,984,88,58,aceptable
2025-10-06 07:46:00,16,1034,91,60,crítico
2025-10-06 07:47:00,25,1235,81,55,aceptable
2025-10-06 07:48:00,32,1007,96,62,crítico
2025-10-06 07:49:00,17,775,90,69,crítico
2025-10-06 07:50:00,13,1712,77,60,crítico
2025-10-06 08:00:00,23,789,81,52,óptimo
2025-10-06 08:01:00,21,1291,81,55,aceptable
2025-10-06 08:02:00,30,913,87,54,crítico
2025-10-06 08:03:00,24,1180,76,67,aceptable
2025-10-06 08:04:00,25,1184,114,75,crítico
2025-10-06 08:05:00,44,935,64,73,aceptable
2025-10-06 08:06:00,14,981,76,48,aceptable
2025-10-06 08:07:00,34,710,62,72,aceptable
2025-10-06 08:08:00,26,1018,76,47,aceptable
2025-10-06 08:09:00,15,1084,107,55,crítico
2025-10-06 08:10:00,45,1148,93,50,crítico
2025-10-06 08:11:00,31,1153,70,66,aceptable
2025-10-06 08:12:00,43,1765,96,66,crítico
2025-10-06 08:13:00,40,1418,87,71,crítico
2025-10-06 08:23:00,23,818,76,66,aceptable
2025-10-06 08:24:00,25,665,68,72,óptimo
2025-10-06 08:25:00,30,1254,91,76,crítico
2025-10-06 08:26:00,29,1517,98,69,crítico
2025-10-06 08:27:00,32,1293,92,54,crítico
2025-10-06 08:28:00,27,1766,81,66,crítico
2025-10-06 08:29:00,16,1164,88,61,crítico
2025-10-06 08:30:00,26,871,109,57,aceptable
2025-10-06 08:31:00,26,1213,74,70,crítico
2025-10-06 08:32:00,18,1579,79,70,aceptable
2025-10-06 08:33:00,24,1378,67,80,aceptable
2025-10-06 08:34:00,32,992,87,56,crítico
2025-10-06 08:35:00,31,860,88,66,crítico
2025-10-06 08:36:00,23,1425,88,52,crítico
2025-10-06 08:37:00,24,1496,67,59,aceptable
2025-10-06 08:38:00,28,1342,94,58,crítico
2025-10-06 08:47:00,27,1268,63,54,aceptable
2025-10-06 08:48:00,24,811,76,66,aceptable
2025-10-06 08:49:00,13,1656,70,62,crítico
2025-10-06 08:50:00,36,1352,74,52,crítico
2025-10-06 08:51:00,24,1106,74,55,aceptable
2025-10-06 08:52:00,15,1611,83,50,crítico
2025-10-06 08:53:00,20,1184,84,61,aceptable
2025-10-06 08:54:00,23,982,74,59,aceptable
2025-10-06 08:55:00,24,1170,64,60,óptimo
2025-10-06 08:56:00,18,1174,103,59,aceptable
2025-10-06 08:57:00,20,1272,74,61,aceptable
2025-10-06 08:58:00,35,856,64,45,aceptable
2025-10-06 08:59:00,19,1227,70,43,óptimo
2025-10-06 09:00:00,29,1282,107,53,crítico
2025-10-06 09:01:00,25,924,72,63,aceptable
2025-10-06 09:02:00,26,1103,82,72,aceptable
2025-10-06 09:12:00,22,1375,77,48,aceptable
2025-10-06 09:13:00,29,1374,101,72,crítico
2025-10-06 09:14:00,29,1009,89,58,crítico
2025-10-06 09:15:00,6,914,84,69,crítico
2025-10-06 09:16:00,32,1318,78,60,crítico
2025-10-06 09:17:00,25,935,84,57,aceptable
2025-10-06 09:18:00,16,1488,75,76,crítico
2025-10-06 09:19:00,32,1231,91,52,crítico
2025-10-06 09:20:00,24,1502,94,64,crítico
2025-10-06 09:21:00,21,1604,90,63,crítico
2025-10-06 09:22:00,35,1104,75,59,aceptable
2025-10-06 09:23:00,26,1069,78,60,aceptable
2025-10-06 09:24:00,34,716,56,62,aceptable
2025-10-06 09:25:00,30,1021,87,66,crítico
2025-10-06 09:26:00,8,736,98,56,aceptable
2025-10-06 09:36:00,15,1339,82,63,crítico
2025-10-06 09:37:00,36,1191,92,52,crítico
2025-10-06 09:38:00,34,1444,75,63,crítico
2025-10-06 09:39:00,24,1114,98,66,crítico
2025-10-06 09:40:00,22,1197,87,45,aceptable
2025-10-06 09:41:00,26,979,80,54,aceptable
2025-10-06 09:42:00,27,1243,77,54,crítico
2025-10-06 09:43:00,19,1396,73,50,aceptable
2025-10-06 09:44:00,24,871,59,48,óptimo
2025-10-06 09:45:00,29,1138,74,57,aceptable
2025-10-06 09:46:00,28,1427,82,53,crítico
2025-10-06 09:47:00,23,1323,82,64,crítico
2025-10-06 09:48:00,20,1388,58,71,aceptable
2025-10-06 09:49:00,38,1788,91,41,crítico
2025-10-06 09:50:00,23,1249,60,55,aceptable
2025-10-06 10:00:00,35,1326,87,56,crítico
2025-10-06 10:01:00,27,1038,86,49,crítico
2025-10-06 10:02:00,27,1394,105,67,crítico
2025-10-06 10:03:00,30,1361,89,62,crítico
2025-10-06 10:04:00,25,1172,78,49,aceptable
2025-10-06 10:05:00,30,1437,114,59,crítico
2025-10-06 10:06:00,33,828,91,60,crítico
2025-10-06 10:07:00,28,1415,88,40,crítico
2025-10-06 10:08:00,20,1437,82,58,aceptable
2025-10-06 10:09:00,37,1238,75,64,crítico
2025-10-06 10:10:00,27,898,78,77,crítico
2025-10-06 10:11:00,28,1078,95,44,crítico
2025-10-06 10:12:00,24,1216,78,56,aceptable
2025-10-06 10:13:00,26,1069,68,62,aceptable
2025-10-06 10:14:00,21,1147,94,81,aceptable
2025-10-06 10:24:00,34,1149,97,54,crítico
2025-10-06 10:25:00,20,896,71,52,óptimo
2025-10-06 10:26:00,28,1162,71,63,crítico
2025-10-06 10:27:00,19,1429,69,63,aceptable
2025-10-06 10:28:00,37,952,74,63,crítico
2025-10-06 10:29:00,32,940,92,57,crítico
2025-10-06 10:30:00,28,1104,66,68,aceptable
2025-10-06 10:31:00,32,1244,78,54,crítico
2025-10-06 10:32:00,36,1225,54,77,crítico
2025-10-06 10:33:00,22,1054,101,54,aceptable
2025-10-06 10:34:00,25,1101,70,75,aceptable
2025-10-06 10:35:00,18,1026,93,74,aceptable
2025-10-06 10:36:00,27,1228,80,52,crítico
2025-10-06 10:37:00,20,1412,80,64,aceptable
2025-10-06 10:38:00,9,1158,101,56,crítico
2025-10-06 10:39:00,33,815,50,60,aceptable
2025-10-06 10:48:00,40,1263,81,59,crítico
2025-10-06 10:49:00,28,1157,73,67,crítico
2025-10-06 10:50:00,32,1359,85,56,crítico
2025-10-06 10:51:00,27,1329,97,69,crítico
2025-10-06 10:52:00,38,1224,66,70,crítico
2025-10-06 10:53:00,25,1470,78,55,aceptable
2025-10-06 10:54:00,40,1220,86,58,crítico
2025-10-06 10:55:00,25,1008,67,64,aceptable
2025-10-06 10:56:00,33,948,90,75,crítico
2025-10-06 10:57:00,31,866,74,53,aceptable
2025-10-06 10:58:00,26,996,88,51,aceptable
2025-10-06 10:59:00,33,1318,74,62,crítico
2025-10-06 11:00:00,20,1174,82,46,óptimo
2025-10-06 11:01:00,26,1254,76,55,aceptable
2025-10-06 11:02:00,20,965,79,75,aceptable
2025-10-06 11:03:00,38,1043,78,62,crítico
2025-10-06 11:13:00,20,1430,97,78,crítico
2025-10-06 11:14:00,22,1169,93,52,aceptable
2025-10-06 11:15:00,18,1195,91,62,aceptable
2025-10-06 11:16:00,34,1230,82,78,crítico
2025-10-06 11:17:00,28,1394,82,54,crítico
2025-10-06 11:18:00,39,1338,60,47,aceptable
2025-10-06 11:19:00,29,1441,79,54,crítico
2025-10-06 11:20:00,21,1160,75,54,óptimo
2025-10-06 11:21:00,20,965,111,52,aceptable
2025-10-06 11:22:00,40,1047,100,62,crítico
2025-10-06 11:23:00,25,1228,87,55,crítico
2025-10-06 11:24:00,15,1408,80,71,crítico
2025-10-06 11:25:00,26,1476,98,52,crítico
2025-10-06 11:26:00,15,886,91,47,crítico
2025-10-06 11:27:00,35,764,82,70,aceptable
2025-10-06 11:36:00,6,1242,82,62,crítico
2025-10-06 11:37:00,20,1246,91,51,aceptable
2025-10-06 11:38:00,21,1465,70,61,aceptable
2025-10-06 11:39:00,37,1260,66,69,crítico
2025-10-06 11:40:00,28,1132,76,75,crítico
2025-10-06 11:41:00,19,1167,78,62,aceptable
2025-10-06 11:42:00,32,624,76,57,aceptable
2025-10-06 11:43:00,39,654,86,42,aceptable
2025-10-06 11:44:00,19,1167,68,60,óptimo
2025-10-06 11:45:00,28,1166,69,57,aceptable
2025-10-06 11:46:00,27,1155,92,71,crítico
2025-10-06 11:47:00,30,1312,109,60,crítico
2025-10-06 11:48:00,26,1200,78,60,aceptable
2025-10-06 11:49:00,37,712,86,74,crítico
2025-10-06 11:50:00,28,1356,97,63,crítico
2025-10-06 11:51:00,24,1172,68,42,óptimo
2025-10-06 12:01:00,11,1421,107,60,crítico
2025-10-06 12:02:00,16,1287,92,76,crítico
2025-10-06 12:03:00,22,1033,96,57,aceptable
2025-10-06 12:04:00,23,1383,80,60,aceptable
2025-10-06 12:05:00,21,1484,84,68,aceptable
2025-10-06 12:06:00,23,1272,73,76,crítico
2025-10-06 12:07:00,36,1336,103,53,crítico
2025-10-06 12:08:00,31,916,106,53,crítico
2025-10-06 12:09:00,32,794,74,61,aceptable
2025-10-06 12:10:00,22,1170,79,62,aceptable
2025-10-06 12:11:00,31,981,80,47,aceptable
